LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Mundare,21,183,vanilla,1
Magrath,12,106,strawberry,2
Myrnam,22,3,strawberry,1
Delburne,20,23,chocolate,3
Mundare,19,53,strawberry,3
Lacombe,2,59,chocolate,2
Lomond,11,191,chocolate,3
Mannville,3,140,strawberry,2
Vermilion,17,105,banana,2
Athabasca,21,123,chocolate,2
Olds,18,65,chocolate,2
Lacombe,23,19,chocolate,3
Mannville,26,38,banana,2
Valleyview,8,134,strawberry,1
Ryley,19,93,banana,1
Mannville,15,124,banana,2
Lomond,24,35,strawberry,1
Bashaw,4,187,chocolate,2
Girouxville,4,47,vanilla,2
Falher,19,10,chocolate,2
Mannville,6,48,chocolate,2
Lamont,2,7,strawberry,2
Chestermere,15,56,chocolate,1
Girouxville,27,151,chocolate,2
Mundare,26,83,banana,1
Bruderheim,3,91,banana,1
Ryley,1,124,vanilla,2
Cardston,8,153,chocolate,2
Bruderheim,27,3,chocolate,2
Lomond,2,22,chocolate,1
Valleyview,21,46,strawberry,2
Mannville,9,57,strawberry,1
Mannville,10,59,strawberry,2
Mundare,16,72,vanilla,1
Girouxville,26,150,vanilla,2
Mundare,5,148,vanilla,2
Eckville,21,7,vanilla,2
Eckville,26,26,banana,1
Lomond,2,88,strawberry,2
Mannville,23,160,chocolate,3
Lacombe,7,102,chocolate,1
Lacombe,3,6,vanilla,2
Mannville,13,160,chocolate,2
Valleyview,15,203,strawberry,1
Bashaw,18,23,chocolate,3
Valleyview,7,85,chocolate,2
Girouxville,14,12,strawberry,1
Olds,22,139,chocolate,1
Falher,8,13,strawberry,2
Bashaw,27,94,vanilla,3
Chestermere,18,101,banana,3
Mundare,17,45,vanilla,2
Ryley,30,14,chocolate,2
Valleyview,21,108,chocolate,1
Magrath,4,125,chocolate,3
Falher,1,124,strawberry,1
Mundare,7,57,chocolate,2
Bashaw,16,107,strawberry,1
Chestermere,30,31,vanilla,1
Eckville,7,56,vanilla,1
Athabasca,21,27,banana,1
Mundare,25,20,vanilla,1
Bruderheim,10,6,strawberry,2
Valleyview,29,22,banana,3
Mundare,12,23,chocolate,2
Valleyview,27,71,chocolate,2
Athabasca,9,106,strawberry,1
Myrnam,6,132,strawberry,2
Girouxville,12,5,chocolate,2
Athabasca,1,166,strawberry,1
Athabasca,16,120,banana,2
Mannville,15,136,vanilla,2
Athabasca,25,118,strawberry,2
Bruderheim,22,39,vanilla,2
Bashaw,8,100,banana,2
Bruderheim,3,76,banana,2
Bashaw,28,148,chocolate,1
Valleyview,6,39,chocolate,1
Lacombe,19,71,banana,3
Delburne,5,23,vanilla,2
Bruderheim,28,90,strawberry,2
Delburne,7,122,vanilla,1
Bashaw,29,77,strawberry,1
Falher,9,34,chocolate,2
Lamont,29,2,chocolate,2
Myrnam,10,89,banana,2
Bashaw,20,108,chocolate,2
Athabasca,28,47,vanilla,2
Chestermere,8,114,strawberry,2
Cardston,12,79,vanilla,2
Mundare,17,137,chocolate,2
Eckville,14,6,strawberry,1
Bruderheim,14,89,chocolate,3
Magrath,7,5,vanilla,3
Eckville,13,142,chocolate,2
Chestermere,4,107,vanilla,2
Lacombe,12,93,vanilla,1
Cardston,21,97,chocolate,1
Bashaw,23,39,strawberry,3
Mannville,26,109,vanilla,2
Myrnam,19,30,strawberry,1
Bruderheim,27,159,vanilla,1
Bashaw,15,140,banana,2
Bashaw,20,33,vanilla,2
Chestermere,9,54,strawberry,2
Olds,20,31,vanilla,2
Lamont,9,42,banana,3
Mannville,21,123,chocolate,2
Valleyview,20,30,strawberry,1
Eckville,9,74,strawberry,1
Girouxville,3,75,vanilla,1
Bashaw,12,43,chocolate,1
Chestermere,18,52,chocolate,1
Bashaw,26,101,chocolate,3
Chestermere,4,144,chocolate,1
Girouxville,4,143,strawberry,1
Ryley,5,54,vanilla,1
Athabasca,4,38,strawberry,2
Chestermere,16,119,chocolate,1
Bruderheim,7,10,chocolate,1
Chestermere,30,78,vanilla,1
Mannville,18,29,banana,1
Chestermere,15,42,strawberry,2
Bashaw,13,129,chocolate,1
Chestermere,19,186,vanilla,3
Eckville,11,72,vanilla,1
Lamont,16,24,vanilla,1
Mundare,4,107,chocolate,2
Chestermere,22,129,vanilla,3
Mannville,13,65,banana,2
Olds,27,93,chocolate,2
Vermilion,7,114,chocolate,3
Lamont,3,50,vanilla,1
Lamont,2,78,chocolate,1
Mannville,15,134,chocolate,1
Falher,20,19,chocolate,2
Eckville,8,18,vanilla,3
Bruderheim,14,103,vanilla,2
Valleyview,18,21,chocolate,1
Lacombe,3,68,banana,2
Lomond,5,22,vanilla,3
Chestermere,28,36,vanilla,2
Mundare,11,248,chocolate,2
Myrnam,8,19,chocolate,2
Eckville,12,120,banana,2
Olds,28,45,chocolate,2
Girouxville,8,212,strawberry,3
Bruderheim,5,22,vanilla,1
Mannville,24,30,vanilla,1
Valleyview,27,112,vanilla,2
Falher,1,2,chocolate,2
Lomond,5,106,vanilla,3
Athabasca,14,142,vanilla,2
Mundare,14,135,chocolate,2
Myrnam,12,115,strawberry,1
Magrath,12,57,strawberry,3
Bashaw,22,31,chocolate,2
Mundare,30,242,chocolate,2
Eckville,13,82,chocolate,2
Valleyview,18,108,chocolate,1
Myrnam,12,63,chocolate,2
Mundare,26,7,vanilla,2
Lomond,10,41,chocolate,1
Athabasca,22,3,vanilla,3
Magrath,2,38,chocolate,2
Eckville,18,41,chocolate,1
Lomond,23,41,chocolate,3
Athabasca,29,81,banana,1
Cardston,22,103,chocolate,2
Falher,29,49,strawberry,1
Olds,26,136,strawberry,1
Chestermere,17,75,strawberry,3
Magrath,21,116,strawberry,1
Mannville,30,166,banana,3
Ryley,9,7,chocolate,3
Olds,30,87,chocolate,2
Delburne,8,17,vanilla,1
Delburne,21,119,banana,1
Myrnam,30,41,chocolate,2
Eckville,16,76,strawberry,2
Bruderheim,20,19,banana,3
Mundare,2,9,banana,3
Valleyview,22,95,strawberry,1
Chestermere,4,39,banana,2
Bruderheim,4,55,banana,1
Lacombe,29,137,vanilla,2
Girouxville,3,138,chocolate,2
Delburne,28,22,chocolate,2
Lacombe,25,58,banana,3
Girouxville,24,110,vanilla,2
Bruderheim,20,20,banana,2
Girouxville,22,148,chocolate,2
Girouxville,8,185,strawberry,1
Girouxville,5,63,chocolate,1
Athabasca,8,98,chocolate,1
Myrnam,6,14,strawberry,2
Mannville,1,59,chocolate,3
Bashaw,4,145,banana,1
Chestermere,11,138,strawberry,1
Mundare,27,43,chocolate,2
Lacombe,25,108,vanilla,1
Falher,18,51,strawberry,2
Athabasca,24,124,strawberry,1
Mannville,28,123,chocolate,3
Lomond,26,40,chocolate,3
Girouxville,21,94,strawberry,1
Lomond,22,49,vanilla,3
Delburne,5,127,strawberry,1
Chestermere,27,83,strawberry,2
Mundare,10,108,banana,2
Bashaw,4,196,vanilla,2
Valleyview,11,109,strawberry,1
Athabasca,10,45,vanilla,2
Myrnam,8,27,banana,2
Chestermere,13,63,banana,1
Myrnam,16,44,strawberry,3
Athabasca,24,94,vanilla,1
Lomond,29,16,strawberry,1
Vermilion,26,12,chocolate,1
Cardston,21,89,banana,1
Athabasca,7,119,strawberry,1
Mannville,1,169,vanilla,2
Mundare,26,98,vanilla,1
Lomond,14,102,banana,1
Girouxville,14,151,vanilla,1
Mundare,20,65,vanilla,1
Mundare,26,95,chocolate,1
Girouxville,13,214,chocolate,1
Lomond,20,7,vanilla,1
Mannville,22,33,strawberry,2
Olds,23,51,strawberry,2
Bashaw,14,60,strawberry,2
Valleyview,18,143,strawberry,2
Olds,3,64,chocolate,1
Chestermere,1,51,chocolate,3
Lomond,15,31,vanilla,1
Bashaw,5,179,strawberry,1
Falher,9,2,strawberry,2
Olds,9,2,strawberry,3
Cardston,11,31,chocolate,2
Chestermere,15,64,strawberry,2
Mundare,16,27,strawberry,1
Magrath,10,35,vanilla,2
Athabasca,7,35,chocolate,2
Bashaw,18,117,chocolate,3
Olds,30,83,strawberry,1
Mundare,23,97,strawberry,1
Lamont,16,50,vanilla,3
Vermilion,11,145,chocolate,1
Lamont,6,74,banana,2
Mannville,19,25,banana,3
Mundare,3,4,vanilla,3
Bashaw,10,34,chocolate,2
Falher,5,71,vanilla,1
Mannville,8,237,vanilla,2
Lomond,8,89,strawberry,2
Girouxville,5,223,chocolate,1
Lacombe,13,16,chocolate,2
Lomond,28,49,banana,2
Falher,6,56,strawberry,2
Vermilion,20,23,strawberry,2
Lamont,30,75,chocolate,2
Delburne,15,17,strawberry,2
Mundare,20,3,vanilla,2
Lamont,6,150,vanilla,1
Vermilion,5,46,strawberry,1
Lomond,24,88,strawberry,1
Olds,6,24,vanilla,3
Athabasca,3,104,chocolate,2
Magrath,1,24,strawberry,3
Ryley,4,57,strawberry,1
Bruderheim,23,20,chocolate,3
Myrnam,23,65,vanilla,2
Valleyview,18,143,banana,1
Girouxville,29,109,chocolate,1
Girouxville,27,41,vanilla,2
Mannville,5,200,banana,2
Bashaw,5,28,banana,2
Myrnam,10,35,chocolate,1
Mannville,30,139,banana,1
Myrnam,5,125,chocolate,3
Eckville,8,127,strawberry,3
Mannville,20,33,banana,2
Mundare,18,60,strawberry,1
Girouxville,10,154,chocolate,3
Chestermere,23,32,vanilla,2
Athabasca,28,14,banana,2
Mundare,12,5,strawberry,3
Chestermere,6,61,strawberry,2
Olds,8,103,chocolate,3
Falher,10,77,banana,2
Valleyview,29,144,vanilla,3
Magrath,18,70,vanilla,1
Magrath,19,27,banana,3
Chestermere,16,200,banana,2
Bruderheim,11,127,vanilla,2
Athabasca,9,166,vanilla,2
Mundare,25,155,strawberry,1
Vermilion,5,66,chocolate,1
Valleyview,27,31,vanilla,2
Cardston,13,28,banana,1
Mannville,18,25,banana,1
Chestermere,19,117,strawberry,1
Cardston,16,153,vanilla,3
Falher,17,27,banana,2
Mannville,13,5,chocolate,1
Magrath,15,5,strawberry,1
Eckville,7,5,vanilla,1
Eckville,3,22,strawberry,2
Athabasca,23,132,banana,2
Bashaw,20,171,chocolate,3
Mannville,10,67,vanilla,1
Vermilion,25,79,chocolate,3
Athabasca,10,177,chocolate,2
Vermilion,21,2,chocolate,1
Athabasca,10,180,vanilla,3
Vermilion,17,11,chocolate,3
Eckville,29,105,strawberry,3
Mannville,6,179,chocolate,3
Mundare,10,150,vanilla,1
Mannville,15,5,chocolate,1
Olds,10,74,strawberry,3
Athabasca,28,36,strawberry,2
Ryley,13,23,vanilla,1
Mundare,1,223,strawberry,2
Ryley,5,57,strawberry,2
Mannville,11,105,strawberry,2
Bruderheim,28,168,vanilla,2
Mundare,19,145,vanilla,2
Magrath,15,21,chocolate,1
Chestermere,5,65,banana,2
Mundare,14,23,vanilla,1
Chestermere,6,108,banana,2
Lomond,19,25,strawberry,2
Myrnam,29,105,chocolate,2
Eckville,23,138,strawberry,3
Delburne,5,18,chocolate,2
Vermilion,11,17,vanilla,1
Athabasca,17,97,banana,2
Mannville,8,192,strawberry,2
Lacombe,6,26,chocolate,1
Eckville,9,88,strawberry,2
Vermilion,12,2,banana,1
Myrnam,2,33,vanilla,3
Athabasca,23,21,chocolate,3
Olds,11,92,banana,2
Bashaw,6,215,strawberry,3
Eckville,8,138,chocolate,1
Mundare,24,187,chocolate,3
Eckville,17,32,chocolate,2
Mundare,27,5,strawberry,2
Bruderheim,7,80,chocolate,1
Bruderheim,9,133,chocolate,1
Lacombe,22,92,banana,2
Falher,9,118,strawberry,1
Vermilion,14,99,chocolate,2
Eckville,7,105,chocolate,1
Ryley,20,44,vanilla,1
Eckville,1,23,chocolate,2
Mundare,29,199,banana,2
Lamont,16,63,chocolate,2
Ryley,10,25,vanilla,2
Lomond,3,133,vanilla,1
Chestermere,21,31,chocolate,2
Ryley,12,135,chocolate,2
Mundare,20,174,chocolate,1
Lomond,1,158,banana,2
Lomond,8,124,chocolate,2
Magrath,17,77,banana,2
Lacombe,10,2,vanilla,1
Eckville,3,2,strawberry,2
Lamont,6,3,strawberry,2
Ryley,21,27,strawberry,2
Eckville,11,10,vanilla,1
Lomond,23,20,banana,2
Lomond,8,58,chocolate,2
Valleyview,8,42,strawberry,2
Cardston,18,7,vanilla,1
Mannville,2,152,strawberry,2
Myrnam,7,18,banana,2
Mannville,23,84,banana,1
Mundare,30,155,vanilla,3
Valleyview,9,2,chocolate,1
Girouxville,30,96,banana,1
Lacombe,9,130,banana,2
Girouxville,7,150,strawberry,2
Chestermere,12,43,strawberry,3
Athabasca,7,103,strawberry,2
Falher,18,18,banana,3
Lacombe,19,1,vanilla,2
Myrnam,9,34,chocolate,1
Vermilion,20,8,chocolate,1
Lomond,3,141,banana,1
Athabasca,22,22,chocolate,1
Olds,5,82,vanilla,2
Athabasca,28,25,banana,2
Lacombe,10,19,strawberry,3
Vermilion,24,120,vanilla,2
Lamont,6,129,strawberry,3
Girouxville,18,151,strawberry,1
Cardston,2,104,strawberry,2
Girouxville,12,40,banana,2
Mundare,29,181,chocolate,2
Bruderheim,16,60,strawberry,1
Bashaw,2,34,vanilla,1
Olds,7,95,strawberry,2
Bashaw,22,7,chocolate,1
Eckville,19,84,vanilla,1
Lamont,8,31,vanilla,3
Girouxville,14,74,banana,2
Myrnam,21,54,strawberry,1
Vermilion,16,6,vanilla,3
Falher,25,39,banana,1
Bruderheim,14,110,strawberry,1
Girouxville,18,54,banana,3
Athabasca,14,112,vanilla,1
Cardston,30,24,chocolate,3
Falher,28,15,banana,2
Bashaw,11,149,banana,1
Cardston,8,49,banana,2
Mundare,13,102,vanilla,2
Mannville,16,146,strawberry,2
Lomond,14,160,chocolate,1
Mundare,9,183,strawberry,1
Valleyview,21,104,vanilla,3
Olds,26,150,vanilla,2
Valleyview,3,78,vanilla,1
Eckville,21,83,strawberry,2
Magrath,3,79,chocolate,2
Delburne,27,21,vanilla,2
Cardston,12,97,banana,1
Bruderheim,16,17,vanilla,3
Bashaw,12,136,vanilla,2
Athabasca,27,44,chocolate,2
Mundare,26,137,vanilla,3
Olds,30,50,vanilla,1
Lacombe,15,109,chocolate,2
Girouxville,7,128,banana,2
Athabasca,20,66,strawberry,1
Lomond,11,27,chocolate,1
Bashaw,20,163,strawberry,3
Girouxville,7,226,strawberry,2
Girouxville,23,168,chocolate,1
Mundare,7,73,strawberry,3
Chestermere,12,40,chocolate,3
Lomond,30,172,strawberry,2
Mannville,11,148,chocolate,2
Bashaw,13,31,vanilla,2
Lomond,5,91,vanilla,3
Bruderheim,5,37,vanilla,3
Eckville,24,62,chocolate,2
Athabasca,20,51,vanilla,2
Lamont,18,30,vanilla,1
Lomond,30,122,strawberry,2
Chestermere,16,174,chocolate,1
Lomond,30,162,chocolate,1
Myrnam,4,56,chocolate,3
Lomond,26,34,vanilla,1
Olds,18,166,chocolate,3
Delburne,16,57,banana,3
Lomond,17,170,chocolate,2
Bashaw,27,142,banana,2
Chestermere,3,105,vanilla,2
Lomond,11,10,banana,1
Falher,10,36,strawberry,2
Lamont,5,59,chocolate,1
Bruderheim,28,8,strawberry,2
Bashaw,29,79,vanilla,2
Lacombe,4,78,chocolate,2
Myrnam,17,23,banana,2
Athabasca,22,8,banana,3
Ryley,3,57,vanilla,1
Mannville,27,130,vanilla,1
Bashaw,16,120,vanilla,2
Mundare,22,52,chocolate,3
Eckville,20,107,vanilla,2
Lomond,6,78,chocolate,1
Girouxville,17,128,strawberry,3
Bruderheim,25,86,banana,1
Ryley,29,136,banana,1
Bruderheim,5,52,vanilla,1
Lomond,9,110,vanilla,3
Lomond,14,67,strawberry,3
Mannville,17,17,vanilla,2
Mundare,19,172,strawberry,2
Cardston,15,32,banana,1
Girouxville,20,199,strawberry,3
Bashaw,14,171,strawberry,1
Magrath,29,127,vanilla,2
Athabasca,1,42,vanilla,1
Lamont,4,126,vanilla,2
Chestermere,2,92,chocolate,1
Chestermere,30,15,vanilla,3
Lamont,24,96,vanilla,3
Delburne,3,19,banana,1
Girouxville,16,12,strawberry,1
Lamont,7,20,strawberry,1
Valleyview,2,94,vanilla,3
Ryley,24,45,chocolate,2
Girouxville,12,182,chocolate,2
Athabasca,1,75,chocolate,2
Vermilion,16,107,chocolate,2
Eckville,23,153,chocolate,2
Valleyview,1,6,vanilla,3
Lamont,7,57,strawberry,1
Magrath,1,73,vanilla,1
Athabasca,2,7,banana,2
Mundare,16,106,chocolate,1
Olds,6,68,vanilla,2
Magrath,6,171,banana,2
Delburne,22,147,chocolate,1
Mannville,13,99,chocolate,1
Bashaw,23,119,strawberry,1
Lacombe,24,40,chocolate,3
Bashaw,28,148,banana,2
Vermilion,18,49,vanilla,1
Lamont,19,37,banana,3
Valleyview,17,103,vanilla,3
Bruderheim,20,62,chocolate,3
Falher,23,21,chocolate,2
Valleyview,29,190,vanilla,2
Myrnam,8,61,chocolate,1
Cardston,28,140,chocolate,2
Chestermere,22,31,vanilla,2
Delburne,14,62,vanilla,2
Mannville,13,60,chocolate,2
Mannville,14,96,strawberry,2
Cardston,6,66,strawberry,1
Bruderheim,29,107,strawberry,2
Lamont,16,33,strawberry,3
Olds,29,79,vanilla,3
Lomond,30,159,strawberry,2
Lomond,22,153,strawberry,1
Lamont,19,113,chocolate,3
Bruderheim,14,109,chocolate,2
Lomond,23,47,vanilla,2
Falher,15,15,chocolate,1
Bruderheim,28,127,banana,2
Ryley,26,51,strawberry,1
Bashaw,3,149,strawberry,2
Girouxville,5,126,vanilla,2
Bruderheim,24,91,chocolate,3
Mundare,22,145,vanilla,2
Vermilion,28,52,chocolate,2
Myrnam,2,85,chocolate,1
Bruderheim,8,73,chocolate,2
Olds,22,11,vanilla,3
Bashaw,15,126,strawberry,2
Lacombe,4,44,chocolate,2
Myrnam,23,116,strawberry,2
Olds,13,60,vanilla,2
Delburne,1,77,banana,1
Vermilion,10,96,strawberry,1
Eckville,11,105,strawberry,2
Girouxville,26,25,banana,1
Lamont,14,4,banana,2
Bruderheim,2,97,strawberry,3
Olds,25,70,vanilla,2
Athabasca,25,34,chocolate,1
Bashaw,4,11,vanilla,3
Athabasca,18,12,vanilla,1
Chestermere,24,56,vanilla,1
Chestermere,28,30,banana,2
Eckville,26,60,strawberry,3
Lomond,22,39,vanilla,2
Bashaw,20,155,strawberry,1
Bashaw,18,3,chocolate,2
Valleyview,29,181,strawberry,2
Cardston,17,182,chocolate,2
Delburne,30,20,vanilla,1
Bashaw,12,40,strawberry,2
Lomond,24,30,strawberry,2
Bruderheim,19,98,chocolate,1
Mundare,13,21,chocolate,2
Falher,14,70,chocolate,1
Lomond,16,42,banana,1
Chestermere,4,102,chocolate,3
Ryley,12,38,strawberry,3
Bruderheim,8,16,banana,1
Bashaw,12,163,chocolate,1
Athabasca,20,92,chocolate,2
Ryley,12,90,banana,1
Cardston,11,104,banana,2
Mundare,18,134,vanilla,3
Magrath,15,99,banana,1
Myrnam,24,55,chocolate,1
Myrnam,7,125,chocolate,3
Eckville,28,50,strawberry,2
Mundare,9,47,strawberry,2
Mannville,12,81,chocolate,3
Chestermere,11,39,vanilla,2
Lamont,29,37,banana,1
Vermilion,11,2,chocolate,3
Mundare,7,40,strawberry,2
Chestermere,18,107,chocolate,2
Bashaw,20,193,vanilla,3
Bruderheim,22,29,vanilla,3
Mundare,21,114,vanilla,2
Bashaw,3,15,vanilla,1
Falher,19,21,strawberry,3
Delburne,12,31,strawberry,1
Valleyview,11,169,vanilla,2
Girouxville,25,154,banana,1
Falher,6,88,vanilla,3
Bashaw,7,62,chocolate,2
Eckville,1,50,chocolate,2
Myrnam,9,110,vanilla,3
Lacombe,16,152,chocolate,1
Myrnam,18,96,chocolate,3
Chestermere,18,161,strawberry,3
Girouxville,15,11,vanilla,2
Chestermere,21,33,chocolate,2
Mannville,7,36,chocolate,2
Girouxville,11,230,chocolate,3
Ryley,17,80,strawberry,2
Valleyview,23,5,vanilla,2
Falher,20,94,strawberry,2
Girouxville,16,7,chocolate,1
Vermilion,4,24,banana,3
Athabasca,7,75,vanilla,1
Myrnam,4,53,chocolate,2
Lamont,14,13,chocolate,2
Cardston,21,154,banana,1
Myrnam,17,30,strawberry,2
Lacombe,8,34,chocolate,1
Lacombe,21,74,strawberry,1
Mannville,18,104,chocolate,1
Eckville,24,4,strawberry,2
Cardston,29,49,vanilla,1
Lomond,8,31,strawberry,2
Eckville,26,81,chocolate,1
Delburne,25,2,chocolate,1
Cardston,25,154,banana,3
Cardston,24,45,strawberry,1
Athabasca,8,23,vanilla,1
Eckville,5,46,vanilla,1
Vermilion,28,128,vanilla,3
Olds,25,131,vanilla,3
Bruderheim,29,111,chocolate,1
Chestermere,24,115,chocolate,1
Mannville,28,108,chocolate,2
Delburne,2,84,vanilla,1
Athabasca,10,179,strawberry,1
Delburne,5,50,vanilla,2
Lomond,9,65,banana,1
Mannville,19,71,strawberry,1
Cardston,16,47,banana,2
Ryley,25,5,chocolate,2
Athabasca,15,50,vanilla,1
Girouxville,13,154,vanilla,3
Myrnam,27,27,chocolate,1
Lomond,26,111,vanilla,3
Olds,30,148,strawberry,1
Magrath,26,31,vanilla,3
Girouxville,9,226,strawberry,2
Lomond,25,104,banana,1
Cardston,30,9,vanilla,2
Mannville,5,97,chocolate,2
Mundare,2,22,strawberry,2
Myrnam,29,63,chocolate,1
Vermilion,24,148,strawberry,2
Mannville,22,28,chocolate,1
Mannville,22,87,strawberry,1
Bruderheim,29,52,vanilla,1
Cardston,7,62,vanilla,2
Delburne,17,72,vanilla,2
Bashaw,18,102,vanilla,2
Falher,19,105,strawberry,2
Falher,30,73,strawberry,3
Falher,9,86,chocolate,2
Mundare,27,143,banana,1
Lamont,2,26,strawberry,2
Lacombe,23,32,strawberry,1
Delburne,10,109,vanilla,1
Eckville,15,38,strawberry,2
Athabasca,20,76,banana,3
Mannville,27,167,chocolate,1
Eckville,16,25,banana,2
Mannville,11,31,banana,2
Delburne,26,67,strawberry,2
Myrnam,25,72,vanilla,3
Mundare,11,126,vanilla,1
Mannville,18,63,vanilla,2
Mannville,19,82,chocolate,1
Valleyview,19,4,chocolate,2
Bruderheim,14,31,vanilla,1
Athabasca,10,25,chocolate,1
Lacombe,29,124,vanilla,2
Delburne,20,76,vanilla,1
Girouxville,7,213,vanilla,2
Lamont,2,76,banana,1
Ryley,9,60,banana,1
Bruderheim,14,91,banana,2
Bashaw,7,137,strawberry,1
Olds,18,18,vanilla,1
Mundare,30,236,banana,2
Girouxville,17,139,strawberry,2
Myrnam,18,149,vanilla,1
Chestermere,1,84,chocolate,2
Mundare,15,154,strawberry,2
Lomond,25,114,strawberry,2
Girouxville,26,56,strawberry,2
Mannville,2,110,chocolate,3
Vermilion,3,7,chocolate,3
Eckville,18,56,banana,1
Girouxville,17,5,chocolate,2
Magrath,7,54,vanilla,2
Mannville,19,58,banana,2
Magrath,11,27,strawberry,2
Eckville,10,12,chocolate,1
Myrnam,1,33,chocolate,2
Eckville,9,182,strawberry,1
Delburne,24,65,chocolate,1
Lomond,3,117,chocolate,1
Girouxville,23,53,chocolate,2
Eckville,5,24,chocolate,2
Mundare,18,28,banana,1
Chestermere,30,75,chocolate,2
Bashaw,9,177,chocolate,1
Olds,3,165,strawberry,3
Valleyview,11,170,vanilla,2
Lomond,29,4,vanilla,2
Cardston,10,6,chocolate,3
Cardston,15,44,chocolate,1
Lomond,17,11,strawberry,1
Bruderheim,2,115,banana,2
Lacombe,9,154,chocolate,1
Bruderheim,13,45,chocolate,3
Eckville,10,48,chocolate,2
Mundare,17,5,banana,1
Delburne,15,44,vanilla,1
Mannville,6,46,chocolate,1
Cardston,15,75,chocolate,2
Bashaw,27,167,banana,2
Magrath,12,19,strawberry,2
Bruderheim,23,26,strawberry,3
Vermilion,2,23,strawberry,3
Mannville,5,180,vanilla,2
Vermilion,17,49,vanilla,2
Eckville,1,147,strawberry,1
Mannville,9,17,strawberry,2
Chestermere,3,56,chocolate,1
Valleyview,5,19,banana,1
Delburne,30,66,strawberry,3
Mundare,4,10,strawberry,1
Ryley,1,92,vanilla,2
Valleyview,26,104,vanilla,2
Magrath,4,129,vanilla,2
Bruderheim,9,32,chocolate,2
Magrath,1,124,banana,2
Mundare,2,160,vanilla,2
Eckville,20,55,vanilla,2
Girouxville,11,142,vanilla,3
Falher,2,67,chocolate,2
Magrath,11,38,vanilla,1
Cardston,18,45,banana,2
Cardston,22,73,chocolate,3
Olds,28,61,strawberry,2
Mundare,21,200,vanilla,2
Bruderheim,9,93,strawberry,2
Valleyview,1,167,chocolate,2
Mannville,7,30,strawberry,2
Valleyview,9,126,banana,3
Bashaw,7,106,vanilla,2
Mundare,14,60,vanilla,3
Ryley,1,145,vanilla,1
Athabasca,15,133,strawberry,1
Myrnam,6,149,strawberry,2
Lacombe,3,162,strawberry,1
Cardston,18,33,chocolate,2
Girouxville,2,74,vanilla,2
Mannville,29,15,chocolate,1
Magrath,6,83,strawberry,2
Magrath,2,73,strawberry,1
Bashaw,14,172,chocolate,2
Delburne,15,82,chocolate,2
Bruderheim,29,5,vanilla,3
Cardston,16,156,chocolate,2
Eckville,30,91,vanilla,2
Mundare,21,146,chocolate,2
Lomond,14,16,strawberry,1
Girouxville,30,207,vanilla,1
Ryley,5,65,strawberry,3
Bashaw,26,116,chocolate,2
Falher,5,23,banana,2
Bruderheim,7,21,chocolate,2
Lomond,3,134,vanilla,1
Olds,26,44,vanilla,1
Cardston,6,46,strawberry,1
Magrath,29,119,vanilla,1
Mannville,15,21,vanilla,1
Bruderheim,24,127,strawberry,2
Mannville,13,93,strawberry,1
Mannville,9,117,chocolate,2
Valleyview,16,34,vanilla,3
Mundare,23,157,strawberry,1
Girouxville,6,119,chocolate,3
Olds,27,132,banana,2
Eckville,25,122,chocolate,1
Lamont,2,37,chocolate,2
Cardston,3,72,vanilla,1
Bruderheim,8,80,strawberry,1
Delburne,26,12,chocolate,2
Lomond,17,205,strawberry,2
Vermilion,3,5,chocolate,3
Bashaw,28,145,vanilla,2
Myrnam,16,39,chocolate,2
Olds,3,97,vanilla,1
Lomond,11,140,strawberry,2
Lamont,17,94,banana,1
Eckville,25,102,chocolate,2
Mannville,6,89,strawberry,3
Cardston,6,9,vanilla,2
Magrath,4,49,chocolate,3
Cardston,7,11,vanilla,3
Olds,12,12,chocolate,1
Lomond,24,123,chocolate,1
Myrnam,3,69,chocolate,3
Mundare,30,90,chocolate,2
Mannville,21,135,strawberry,2
Girouxville,5,192,strawberry,2
Falher,13,53,chocolate,2
Chestermere,15,71,chocolate,1
Vermilion,22,59,vanilla,3
Mundare,28,47,chocolate,1
Lamont,25,12,chocolate,2
Delburne,22,58,banana,2
Mundare,20,75,chocolate,2
Delburne,10,50,vanilla,2
Vermilion,23,60,banana,2
Delburne,2,19,chocolate,1
Eckville,8,112,banana,3
Lomond,19,24,strawberry,1
Bashaw,3,91,vanilla,2
Girouxville,30,100,chocolate,1
Ryley,6,77,banana,2
Mannville,30,233,chocolate,1
Mundare,20,174,vanilla,3
Falher,6,7,strawberry,2
Athabasca,10,124,vanilla,2
Girouxville,7,202,banana,2
Eckville,6,143,strawberry,2
Delburne,28,3,chocolate,2
Lomond,15,97,strawberry,2
Girouxville,30,139,vanilla,2
Valleyview,20,63,chocolate,2
Bashaw,21,51,strawberry,2
Mundare,15,19,vanilla,1
Bruderheim,24,107,strawberry,2
Delburne,26,118,vanilla,3
Bruderheim,28,27,chocolate,2
Bruderheim,11,48,vanilla,2
Mannville,7,156,strawberry,1
Olds,8,154,strawberry,2
Lomond,9,98,vanilla,1
Olds,29,59,chocolate,1
Girouxville,25,147,banana,2
Mannville,3,65,vanilla,1
Girouxville,2,151,strawberry,2
Valleyview,12,131,strawberry,2
Athabasca,22,42,chocolate,1
Valleyview,30,119,chocolate,2
Myrnam,5,84,vanilla,1
Athabasca,14,69,chocolate,2
Girouxville,3,217,banana,1
