LOCATION,DAY,ORDER_NUMBER,TYPE
Olds,9,97,takeout
Cardston,3,5,drive through
Eckville,15,24,in store
Lomond,16,130,in store
Valleyview,21,174,drive through
Olds,2,4,drive through
Mundare,28,74,drive through
Bashaw,1,141,takeout
Girouxville,26,177,takeout
Magrath,2,80,in store
Falher,26,26,takeout
Lamont,20,48,drive through
Girouxville,14,112,takeout
Girouxville,26,65,takeout
Lacombe,20,71,takeout
Bashaw,15,69,takeout
Bashaw,14,120,in store
Lamont,5,47,drive through
Bashaw,21,5,drive through
Athabasca,6,42,in store
Delburne,15,35,drive through
Myrnam,23,104,in store
Mannville,14,192,takeout
Lomond,30,142,takeout
Magrath,6,91,takeout
Lamont,7,45,drive through
Bruderheim,15,57,takeout
Mundare,9,67,in store
Girouxville,6,144,takeout
Mundare,3,54,in store
Girouxville,20,84,drive through
Magrath,20,109,in store
Ryley,14,14,in store
Mannville,11,165,drive through
Ryley,12,119,in store
Lacombe,2,132,drive through
Magrath,14,99,takeout
Valleyview,8,119,in store
Athabasca,29,141,takeout
Mannville,1,114,takeout
Athabasca,29,162,takeout
Vermilion,7,18,takeout
Bashaw,24,24,in store
Eckville,25,119,takeout
Lamont,27,96,takeout
Chestermere,12,166,takeout
Mundare,10,202,in store
Olds,18,144,drive through
Delburne,22,118,drive through
Vermilion,15,29,drive through
Lomond,19,77,in store
Lamont,28,68,in store
Lamont,15,91,drive through
Girouxville,2,99,in store
Chestermere,8,92,in store
Bruderheim,8,91,in store
Magrath,3,91,takeout
Bashaw,7,112,takeout
Vermilion,7,108,takeout
Bruderheim,25,52,takeout
Delburne,3,44,takeout
Mannville,11,80,in store
Mundare,30,154,in store
Myrnam,4,3,drive through
Vermilion,22,42,takeout
Chestermere,16,46,drive through
Girouxville,1,110,takeout
Girouxville,5,3,drive through
Bashaw,1,170,takeout
Lomond,29,124,takeout
Cardston,23,86,takeout
Cardston,7,11,takeout
Cardston,17,158,takeout
Valleyview,20,113,drive through
Falher,6,39,in store
Mannville,17,152,takeout
Olds,12,22,takeout
Bashaw,27,189,takeout
Bashaw,3,43,takeout
Bruderheim,3,93,drive through
Eckville,29,139,takeout
Ryley,26,36,drive through
Lomond,16,164,in store
Mannville,1,123,takeout
Magrath,28,17,takeout
Falher,1,41,takeout
Cardston,5,153,in store
Bashaw,17,100,in store
Bashaw,12,158,takeout
Athabasca,27,49,drive through
Mannville,29,152,drive through
Mannville,1,141,drive through
Olds,27,22,drive through
Magrath,25,41,takeout
Vermilion,29,28,drive through
Mannville,29,2,takeout
Mannville,10,27,takeout
Mannville,5,77,takeout
Valleyview,14,58,in store
Mundare,4,66,drive through
Bashaw,4,64,takeout
Myrnam,22,7,in store
Eckville,18,70,takeout
Chestermere,11,77,takeout
Valleyview,25,69,in store
Olds,22,3,drive through
Magrath,2,79,drive through
Mannville,29,62,in store
Mannville,1,34,takeout
Bashaw,28,45,takeout
Lomond,25,145,in store
Chestermere,10,94,takeout
Cardston,24,56,in store
Mundare,1,59,takeout
Bashaw,19,78,in store
Bashaw,10,110,drive through
Lamont,26,75,takeout
Athabasca,12,196,takeout
Chestermere,20,120,in store
Lamont,10,55,drive through
Bruderheim,12,36,in store
Mundare,20,108,drive through
Eckville,23,82,drive through
Ryley,1,101,drive through
Mannville,5,157,in store
Falher,12,31,takeout
Chestermere,28,64,in store
Chestermere,11,121,takeout
Lamont,1,4,drive through
Mannville,17,84,in store
Magrath,29,70,in store
Girouxville,20,205,drive through
Lamont,10,56,in store
Eckville,23,196,drive through
Athabasca,24,84,in store
Magrath,21,103,in store
Cardston,22,176,takeout
Bruderheim,24,90,drive through
Myrnam,10,20,takeout
Vermilion,14,3,drive through
Cardston,30,17,takeout
Vermilion,5,64,takeout
Valleyview,17,21,drive through
Bruderheim,28,76,drive through
Myrnam,15,66,drive through
Mundare,20,54,takeout
Ryley,24,70,drive through
Lamont,13,15,in store
Falher,25,26,takeout
Bruderheim,7,115,drive through
Mannville,11,184,drive through
Vermilion,11,9,in store
Bashaw,13,179,drive through
Myrnam,20,27,in store
Athabasca,21,7,drive through
Delburne,19,25,drive through
Falher,18,16,drive through
Bashaw,6,164,in store
Myrnam,16,45,in store
Vermilion,4,117,drive through
Lomond,14,138,in store
Lamont,19,101,drive through
Ryley,19,86,drive through
Bashaw,3,109,in store
Magrath,11,32,drive through
Lomond,22,2,takeout
Girouxville,13,76,in store
Valleyview,20,172,in store
Delburne,1,123,drive through
Ryley,13,28,drive through
Girouxville,12,18,drive through
Bashaw,16,136,drive through
Girouxville,30,163,takeout
Bashaw,18,75,drive through
Olds,7,89,takeout
Mundare,11,16,takeout
Lamont,13,62,takeout
Girouxville,10,89,in store
Mundare,18,101,takeout
Myrnam,14,141,drive through
Lamont,22,37,takeout
Bashaw,18,160,takeout
Vermilion,30,94,in store
Valleyview,16,114,drive through
Magrath,8,106,in store
Lacombe,1,83,drive through
Olds,21,12,drive through
Girouxville,11,116,drive through
Mannville,7,211,in store
Lamont,4,48,drive through
Bashaw,25,127,in store
Lamont,24,24,in store
Olds,27,151,drive through
Myrnam,22,58,takeout
Girouxville,26,10,in store
Lacombe,20,118,takeout
Bashaw,21,116,in store
Lacombe,21,45,in store
Mannville,6,25,drive through
Lacombe,12,17,takeout
Athabasca,29,49,drive through
Bashaw,14,96,drive through
Magrath,22,12,in store
Bruderheim,21,20,drive through
Delburne,12,27,in store
Bruderheim,9,53,drive through
Olds,9,147,takeout
Falher,7,12,in store
Athabasca,12,64,in store
Chestermere,6,126,takeout
Magrath,11,28,drive through
Lamont,19,76,in store
Mannville,16,151,in store
Athabasca,9,14,drive through
Athabasca,10,29,drive through
Chestermere,18,177,takeout
Bashaw,4,191,drive through
Athabasca,21,192,takeout
Olds,29,31,drive through
Athabasca,10,42,in store
Valleyview,27,95,drive through
Mundare,24,84,in store
Eckville,17,171,takeout
Bashaw,15,28,drive through
Bashaw,19,32,in store
Olds,26,96,in store
Girouxville,25,154,in store
Athabasca,11,106,in store
Lacombe,22,109,takeout
Olds,4,28,drive through
Mundare,8,82,in store
Eckville,29,34,drive through
Lacombe,14,98,takeout
Olds,15,73,drive through
Delburne,13,140,drive through
Bruderheim,15,71,drive through
Eckville,17,124,in store
Lamont,12,20,drive through
Bashaw,22,123,drive through
Valleyview,16,136,takeout
Cardston,18,12,takeout
Myrnam,7,90,drive through
Chestermere,11,14,in store
Athabasca,29,27,drive through
Valleyview,30,79,takeout
Bashaw,25,174,drive through
Delburne,16,6,in store
Girouxville,15,76,takeout
Mannville,27,42,takeout
Athabasca,22,27,in store
Lacombe,19,14,takeout
Mundare,20,156,takeout
Myrnam,1,93,drive through
Bruderheim,9,127,drive through
Chestermere,24,22,drive through
Lomond,24,55,drive through
Vermilion,17,115,takeout
Athabasca,24,48,takeout
Chestermere,6,113,drive through
Eckville,12,66,drive through
Eckville,26,131,takeout
Delburne,28,22,in store
Mannville,1,109,takeout
Magrath,25,147,drive through
Myrnam,4,28,takeout
Vermilion,30,53,drive through
Eckville,7,102,in store
Lacombe,24,24,takeout
Magrath,18,74,takeout
Girouxville,27,107,drive through
Falher,20,91,drive through
Girouxville,9,31,in store
Mundare,10,248,takeout
Valleyview,29,135,drive through
Bruderheim,7,25,in store
Olds,29,60,in store
Mannville,20,139,in store
Mundare,19,158,drive through
Athabasca,30,172,drive through
Lacombe,27,56,takeout
Mundare,20,94,takeout
Athabasca,24,143,takeout
Bruderheim,1,73,takeout
Chestermere,21,60,in store
Olds,8,11,in store
Lacombe,12,108,drive through
Delburne,24,87,drive through
Lomond,1,78,in store
Myrnam,29,2,drive through
Falher,21,43,in store
Lamont,18,54,drive through
Lomond,23,68,drive through
Cardston,16,122,in store
Bashaw,9,85,drive through
Mannville,12,128,takeout
Bashaw,11,13,takeout
Olds,10,73,in store
Ryley,20,24,takeout
Delburne,25,71,drive through
Delburne,1,3,drive through
Chestermere,3,12,takeout
Lacombe,26,25,drive through
Mundare,4,94,takeout
Eckville,18,92,drive through
Lomond,4,33,in store
Girouxville,28,7,drive through
Mannville,4,113,drive through
Mundare,20,78,takeout
Lomond,13,53,takeout
Athabasca,26,36,drive through
Girouxville,5,106,in store
Magrath,12,61,drive through
Falher,19,19,takeout
Eckville,1,52,in store
Magrath,7,32,in store
Bashaw,12,78,takeout
Eckville,30,92,takeout
Bruderheim,8,73,drive through
Mundare,2,165,drive through
Girouxville,29,77,in store
Vermilion,7,61,takeout
Olds,17,27,takeout
Bashaw,14,178,in store
Magrath,30,14,drive through
Myrnam,14,76,takeout
Mannville,22,49,drive through
Eckville,21,164,takeout
Valleyview,5,128,in store
Chestermere,21,45,in store
Mundare,29,229,takeout
Mannville,17,113,in store
Lamont,26,35,in store
Chestermere,21,122,in store
Girouxville,10,92,drive through
Lacombe,8,116,takeout
Bruderheim,7,19,in store
Lomond,20,210,in store
Bashaw,11,45,drive through
Olds,20,151,in store
Athabasca,18,171,in store
Delburne,9,17,in store
Bashaw,23,20,drive through
Athabasca,9,3,in store
Bashaw,11,55,in store
Chestermere,21,30,takeout
Mundare,26,40,takeout
Ryley,25,94,takeout
Mundare,8,150,takeout
Olds,22,34,takeout
Chestermere,28,97,drive through
Athabasca,16,84,takeout
Delburne,1,143,drive through
Lamont,13,138,takeout
Ryley,6,25,takeout
Olds,18,124,takeout
Olds,8,10,takeout
Valleyview,24,58,in store
Girouxville,5,154,takeout
Lacombe,27,42,drive through
Mannville,4,86,takeout
Bashaw,25,47,in store
Bashaw,15,154,in store
Eckville,13,57,takeout
Lomond,28,48,takeout
Myrnam,2,115,takeout
Bashaw,15,96,drive through
Bruderheim,8,151,takeout
Olds,9,55,in store
Bruderheim,3,141,in store
Delburne,25,24,in store
Bashaw,13,212,takeout
Valleyview,9,154,drive through
Bashaw,6,71,drive through
Ryley,4,35,drive through
Olds,30,81,in store
Lomond,16,59,drive through
Chestermere,4,77,takeout
Chestermere,14,70,drive through
Eckville,20,20,takeout
Mannville,20,117,in store
Mannville,26,137,takeout
Lamont,10,15,in store
Lacombe,20,56,drive through
Athabasca,1,23,in store
Eckville,1,126,in store
Ryley,16,53,in store
Myrnam,6,51,takeout
Chestermere,17,131,drive through
Vermilion,27,98,in store
Mannville,19,20,in store
Cardston,27,150,drive through
Mundare,25,74,takeout
Girouxville,2,144,in store
Lamont,12,87,drive through
Athabasca,19,122,in store
Chestermere,23,90,takeout
Mannville,2,114,takeout
Bashaw,9,149,drive through
Bruderheim,25,70,drive through
Chestermere,20,104,in store
Athabasca,21,160,in store
Magrath,5,11,in store
Cardston,30,69,in store
Mannville,10,197,in store
Falher,28,46,drive through
Lomond,19,27,in store
Ryley,26,63,drive through
Mundare,9,159,in store
Bruderheim,29,6,in store
Bruderheim,4,11,takeout
Valleyview,19,2,takeout
Mannville,9,26,in store
Athabasca,16,25,takeout
Mannville,11,207,takeout
Mundare,8,12,in store
Falher,28,20,in store
Myrnam,3,7,in store
Lacombe,16,17,drive through
Girouxville,7,34,takeout
Bashaw,16,140,in store
Athabasca,24,85,takeout
Bruderheim,9,102,drive through
Mannville,21,48,takeout
Valleyview,26,143,takeout
Bashaw,7,217,in store
Myrnam,22,55,in store
Athabasca,10,182,takeout
Athabasca,13,82,in store
Mundare,2,79,in store
Delburne,18,138,takeout
Delburne,21,77,takeout
Myrnam,29,49,in store
Olds,20,17,drive through
Mannville,2,129,drive through
Bruderheim,3,73,in store
Cardston,25,71,takeout
Lacombe,26,145,drive through
Olds,6,2,drive through
Vermilion,6,9,in store
Valleyview,8,132,drive through
Eckville,17,53,in store
Magrath,30,42,takeout
Cardston,11,100,takeout
Bashaw,17,46,in store
Lomond,12,65,drive through
Ryley,27,24,drive through
Mundare,28,42,takeout
Chestermere,14,140,in store
Chestermere,14,152,drive through
Lomond,28,78,in store
Delburne,22,107,drive through
Ryley,18,20,in store
Mundare,10,75,takeout
Eckville,6,80,in store
Mundare,6,55,in store
Mundare,29,55,takeout
Bashaw,16,35,takeout
Lacombe,30,42,drive through
Eckville,23,185,takeout
Lacombe,4,50,in store
Vermilion,15,16,in store
Valleyview,14,3,takeout
Athabasca,19,9,takeout
Bashaw,20,77,in store
Vermilion,4,112,takeout
Cardston,28,61,in store
Valleyview,29,4,takeout
Ryley,4,13,in store
Vermilion,29,37,drive through
Ryley,1,94,in store
Bashaw,8,28,in store
Chestermere,29,76,drive through
Mundare,16,14,in store
Athabasca,20,142,in store
Mannville,1,62,in store
Ryley,15,137,in store
Mannville,25,132,drive through
Olds,26,151,drive through
Vermilion,19,10,takeout
Athabasca,6,131,in store
Cardston,22,25,in store
Eckville,6,49,drive through
Girouxville,21,102,drive through
Valleyview,25,115,in store
Vermilion,4,64,takeout
Chestermere,20,122,takeout
Mundare,4,140,in store
Lacombe,24,79,takeout
Lacombe,15,79,takeout
Cardston,28,138,in store
Falher,15,27,takeout
Athabasca,8,108,in store
Vermilion,9,52,takeout
Bruderheim,3,25,takeout
Mundare,16,249,drive through
Valleyview,14,157,takeout
Bashaw,19,72,drive through
Eckville,15,19,in store
Valleyview,27,38,takeout
Vermilion,13,10,in store
Cardston,12,12,takeout
Athabasca,30,166,takeout
Falher,6,32,in store
Girouxville,20,77,takeout
Lomond,29,14,in store
Girouxville,23,31,drive through
Bruderheim,22,10,in store
Olds,16,6,drive through
Lacombe,12,124,drive through
Bashaw,23,12,in store
Myrnam,8,28,in store
Chestermere,25,67,drive through
Valleyview,22,113,drive through
Vermilion,14,58,takeout
Olds,2,14,takeout
Cardston,19,70,drive through
Ryley,25,86,drive through
Valleyview,18,64,takeout
Eckville,12,93,drive through
Mannville,11,176,drive through
Myrnam,22,6,in store
Valleyview,3,102,drive through
Vermilion,19,39,drive through
Vermilion,29,39,drive through
Mundare,30,232,in store
Lacombe,11,88,in store
Lacombe,26,8,drive through
Magrath,15,154,drive through
Delburne,12,32,drive through
Girouxville,26,15,in store
Chestermere,9,84,takeout
Olds,30,114,drive through
Athabasca,29,99,in store
Chestermere,22,145,drive through
Vermilion,22,67,drive through
Magrath,19,95,drive through
Athabasca,2,12,drive through
Myrnam,19,74,drive through
Lomond,7,112,in store
Olds,27,145,takeout
Girouxville,25,35,drive through
Lomond,8,56,takeout
Eckville,1,136,in store
Bruderheim,3,46,drive through
Bruderheim,6,97,drive through
Girouxville,20,137,takeout
Girouxville,26,181,takeout
Mannville,27,16,drive through
Mannville,8,61,takeout
Cardston,23,69,in store
Lomond,5,31,drive through
Delburne,30,57,in store
Vermilion,25,77,drive through
Girouxville,26,107,in store
Valleyview,23,93,drive through
Mundare,28,113,in store
Olds,25,118,takeout
Chestermere,18,108,drive through
Girouxville,7,50,drive through
Vermilion,1,23,in store
Valleyview,27,112,in store
Mannville,25,75,takeout
Eckville,13,139,takeout
Girouxville,24,116,takeout
Girouxville,21,105,takeout
Eckville,15,57,drive through
Chestermere,8,58,takeout
Magrath,25,5,in store
Athabasca,20,79,takeout
Lacombe,15,4,takeout
Cardston,17,153,in store
Girouxville,29,25,takeout
Valleyview,14,81,drive through
Lacombe,20,110,takeout
Bruderheim,20,6,in store
Girouxville,24,48,takeout
Eckville,8,163,takeout
Bashaw,7,37,drive through
Bashaw,24,106,in store
Lacombe,14,53,takeout
Athabasca,12,174,in store
Bruderheim,21,36,takeout
Chestermere,24,53,in store
Falher,3,49,in store
Ryley,17,89,in store
Cardston,17,100,in store
Valleyview,18,57,takeout
Mundare,9,219,in store
Eckville,10,46,takeout
Eckville,16,101,in store
Bashaw,19,159,drive through
Mannville,8,121,takeout
Girouxville,16,205,drive through
Mannville,18,117,takeout
Chestermere,25,110,in store
Myrnam,2,99,in store
Mannville,23,9,in store
Myrnam,11,28,in store
Lomond,29,174,takeout
Bruderheim,18,18,drive through
Lomond,9,73,drive through
Valleyview,15,107,takeout
Lomond,9,9,in store
Mundare,20,45,takeout
Bashaw,20,199,drive through
Bruderheim,21,101,in store
Mannville,25,98,takeout
Delburne,25,66,in store
Lacombe,20,129,drive through
Girouxville,24,157,drive through
Cardston,20,104,in store
Falher,18,15,drive through
Lomond,14,86,in store
Magrath,28,91,takeout
Lamont,27,39,drive through
Falher,6,105,takeout
Eckville,19,124,drive through
Bruderheim,1,100,drive through
Girouxville,17,128,drive through
Bashaw,24,108,takeout
Athabasca,30,41,takeout
Mannville,20,133,drive through
Athabasca,3,46,takeout
Eckville,9,13,takeout
Mannville,5,200,in store
Myrnam,17,126,in store
Chestermere,15,81,drive through
Vermilion,29,74,drive through
Ryley,15,89,takeout
Delburne,4,90,takeout
Myrnam,14,27,takeout
Lomond,2,63,takeout
Valleyview,23,89,takeout
Girouxville,15,115,takeout
Athabasca,19,101,in store
Valleyview,10,76,in store
Olds,27,41,drive through
Lomond,5,176,takeout
Valleyview,22,43,in store
Valleyview,20,183,drive through
Cardston,14,80,drive through
Lacombe,17,37,in store
Girouxville,11,98,in store
Ryley,11,60,in store
Bashaw,6,141,in store
Bruderheim,7,10,takeout
Bashaw,11,17,takeout
Chestermere,16,10,in store
Ryley,24,27,in store
Valleyview,27,176,takeout
Lacombe,1,76,in store
Bashaw,27,22,in store
Delburne,12,71,takeout
Vermilion,7,16,in store
Lacombe,26,134,drive through
Lomond,30,59,takeout
Cardston,22,45,takeout
Cardston,2,56,drive through
Lomond,26,29,takeout
Valleyview,25,74,in store
Cardston,14,97,in store
Lomond,2,123,takeout
Magrath,4,146,takeout
Athabasca,29,4,in store
Vermilion,29,16,drive through
Cardston,17,53,drive through
Lomond,5,169,takeout
Athabasca,18,18,takeout
Eckville,19,17,takeout
Athabasca,15,46,drive through
Cardston,8,115,in store
Lomond,15,17,takeout
Lacombe,4,85,takeout
Mundare,18,59,takeout
Mundare,1,106,in store
Ryley,7,25,takeout
Girouxville,19,119,drive through
Girouxville,24,163,drive through
Cardston,28,68,in store
Athabasca,19,147,in store
Bashaw,3,125,in store
Falher,25,41,takeout
Magrath,3,7,in store
Lomond,30,8,drive through
Girouxville,20,55,in store
Lacombe,15,123,in store
Chestermere,25,126,drive through
Athabasca,1,83,takeout
Mannville,3,227,takeout
Eckville,2,57,in store
Falher,19,24,drive through
Lamont,25,69,drive through
Magrath,3,24,in store
Mannville,12,6,in store
Myrnam,5,117,in store
Falher,30,47,in store
Myrnam,16,31,in store
Magrath,15,163,in store
Valleyview,1,98,in store
Athabasca,25,13,takeout
Delburne,18,2,drive through
Cardston,28,80,drive through
Valleyview,2,86,takeout
Lamont,2,64,drive through
Myrnam,29,162,in store
Chestermere,14,62,takeout
Vermilion,15,37,drive through
Mannville,14,149,in store
Girouxville,23,2,in store
Magrath,8,69,in store
Chestermere,4,67,in store
Eckville,17,113,drive through
Cardston,26,3,in store
Delburne,7,45,takeout
Girouxville,3,120,in store
Bashaw,27,106,in store
Lomond,7,125,in store
Lomond,9,12,drive through
Girouxville,13,46,in store
Bruderheim,1,45,takeout
Ryley,23,5,takeout
Olds,20,92,takeout
Delburne,11,35,drive through
Cardston,30,70,in store
